26568.511	12.57	29906.353	12.44	32472.472	12.28	33645.258	12.25	34609.539	12.21	35305.531	12.36	35801.338	12.21	36810.533	12.36	
26594.459	12.82	29957.441	12.18	32478.444	12.02	33653.298	12.28	34626.507	12.28	35314.527	12.13	35802.325	12.21	36814.547	12.36	
26627.449	13.76:	30201.538	12.69	32480.490	12.13	33682.259	12.13	34627.505	12.28	35362.480	11.85	35814.348	12.21	36816.554	12.36	
26629.494	12.69	30228.494	12.82	32803.516	12.13	33858.537	12.28	34629.466	12.13	35369.482	12.44	35814.375	12.21	36820.533	13.86	
26630.498	12.69	30234.372	12.36	32805.513	12.44:	33888.484	12.28	34636.460	12.28	35370.486	12.34	35838.260	12.21	36822.554	12.34
26651.421	13.86L	30254.385	12.18	32806.521	12.13	33894.508	11.94	34652.417	12.21	35371.497	12.28	35868.271	12.18	36823.468	12.60	
26654.297	12.44	30258.447	12.34	32823.406	12.36	33915.477	12.04	34653.438	12.28	35372.476	12.36	36073.543	12.36	36823.510	12.21	
26656.349	12.21	30259.486	12.18	32827.468	12.28	33917.440	12.13	34654.428	12.13:	35373.472	12.21	36075.550	12.21	36823.553	12.21	



36823.595	12.21	37582.506	12.13	37958.449	12.18	38399.284	12.21	39056.430	12.28	39682.514	12.21	40419.513	12.21	40981.301	12.21	
36841.478	12.76	37582.549	12.13	37960.421	12.21	38406.290	12.36	39057.432	12.21	39684.516	12.21	40441.488	12.28	41165.543	12.18	
36842.454	12.82	37582.591	12.02	37964.426	12.21	38410.297	12.28	39059.438	12.21	39689.535	12.60	40444.514	13.86L	41182.491	12.21	
36847.467	12.36	37587.475	12.02	37970.413	12.18	38412.288	12.21	39060.416	12.21	39760.374	12.28	40452.569	12.74:	41215.456	12.21	
36849.476	12.28	37615.424	12.13	37973.388	12.18	38594.531	13.86	39063.425	12.28	39764.485	12.28	40457.517	12.18	41217.456	12.18	
36893.347	12.36	37642.000	11.92	37993.415	12.21	38613.534	12.28	39081.318	12.28:	39765.427	12.21	40471.497	12.82	41225.549	12.21	
36896.228	12.57	37659.298	11.92	37993.484	12.21	38616.559	12.36	39088.412	12.21	39775.488	12.28	40475.528	12.28	41241.440	12.21	
36896.271	12.69	37668.353	12.21	38002.431	12.21	38641.513	12.21	39144.277	12.28	39792.358	12.28	40476.491	12.34	41248.478	13.56:	
36896.313	12.76	37694.262	11.76	38034.238	12.21	38643.552	12.28	39146.301	12.60	39801.463	12.21	40477.516	12.69	41300.297	12.36	
36895.356	12.82	37732.282	12.28:	38044.280	13.20	38652.507	12.28	39331.534	12.21	39802.430	12.21	40478.501	12.34	41322.259	12.21	

36896.390	12.86	37871.546	12.28:	38050.270	12.21	38671.451	13.66:	39349.479	14.03	39803.457	12.28	40484.494	12.19:	41333.264	12.36	
36904.359	12.34	37876.554	12.21	38086.280	12.74:	38673.465	13.86:	39351.513	12.21	39819.406	12.28	40485.526	12.21	41335.288	12.18	
37173.542	12.69	37877.553	12.24:	38233.544	13.16	38680.433	12.28	39339.528	12.28	39827.319	12.21	40500.388	12.21:	41357.266	12.28:	
37193.486	12.57	37878.554	12.18:	38239.526	13.12	38697.394	12.82	39378.399	12.28	39852.288	12.21	40501.472	12.28	41361.265	12.28:	
37205.517	12.44	37885.539	12.21	38255.528	12.28:	38708.367	12.28	39380.460	12.36	39904.261	12.21	40504.426	12.21	41536.515	12.21	
37207.508	12.82	37886.540	12.21	38268.543	12.28	38709.415	12.28	39385.441	13.56:	40066.533	12.18	40507.440	12.18	41567.483	12.18	
37233.444	12.13	37889.535	12.21	38272.544	12.28	38739.336	12.60	39386.497	13.12	40069.510	12.28	40509.440	12.21	41573.453	12.36	
37286.326	12.21	37903.520	12.28	38284.492	12.28	38977.534	12.21	39388.491	13.12	40088.452	12.28	40513.435	12.21	41593.417	12.02	
37316.297	12.88:	37904.528	12.28	38287.511	12.21	38996.483	12.21:	39389.465	13.16	40127.460	12.91	40531.366	13.15	41595.424	12.21	
37318.285	13.18	37906.554	12.82	38286.531	12.21	39023.533	12.21	39390.509	13.12	40148.476	12.21	40532.367	12.60	41597.422	12.21	

37345.276	12.44:	37907.530	12.28	38290.533	12.21	39024.456	12.28	39391.496	12.76	40149.460	12.21	40624.265	12.21:	41599.462	12.18	
37545.442	12.23:	37909.563	12.21	38291.501	12.21	39026.475	13.36:	39406.369	12.28	40150.406	12.21	40825.494	12.21	41601.410	12.21	
37559.492	12.44	37911.510	12.18:	38318.451	12.28	39027.431	13.86	39413.528	12.60	40151.413	12.21	40828.487	12.28	41602.437	12.82	
37561.547	12.21	37932.422	12.18	38322.471	12.65	39028.469	13.76:	39414.444	12.21	40152.408	12.21	40836.513	12.57	41605.432	13.21	
37575.462	13.18	37933.503	12.18	38325.410	13.12	39029.522	13.76:	39436.336	12.21	40188.500	12.28	40839.478	12.21	41623.453	12.76:	
37578.303	12.21	37935.485	12.18	38327.433	12.28	39037.568	12.28	39443.363	12.21	40202.287	12.57	40854.426	13.15	41647.292	12.76	
37582.337	12.13	37939.486	12.18	38348.384	12.28	39038.475	12.21	39466.433	12.69	40204.328	12.36	40859.465	12.18	41677.271	12.21	
37582.379	12.13	37942.479	12.21	38370.334	12.21	39051.350	12.28	39500.314	12.21	40239.281	12.36	40914.327	12.21	41682.268	12.69	
37582.422	12.13	37944.449	12.21	38373.338	12.21	39054.405	12.21	39527.253	12.21	40258.252	13.37:	40917.396	12.18	41717.274	12.02	
37582.464	12.02	37946.522	12.28	38385.409	12.21	39055.438	12.28	39531.253	12.02	40261.264	13.22L	40966.269	12.21	41900.510	12.36	



41921.472	13.21:	42685.388	12.21	44200.340	13.21	45673.318	12.28	46387.373	12.34	46825.242	12.36:	47776.442	12.21	48184.435	12.21	
41929.474	12.69	42713.362	13.15	44220.302	12.65	45674.361	12.21	46405.355	12.18	46826.244	12.76:	47776.532	12.21	48186.350	12.74:	
41930.486	12.91	42716.433	12.21	44458.483	12.28	45676.315	12.28	46469.260	12.70:	47029.524	13.20	47803.369	12.21	48187.349	12.76	
41932.536	12.23:	42740.291	12.34	44461.530	12.28	45911.535	12.69	46474.266	12.28	47039.494	12.60	47803.499	12.21	48187.483	12.76	
41948.462	12.28	42756.404	12.34	44499.467	12.36	45935.466	12.34	46646.556	13.46:	47060.448	12.36	47804.400	12.28	48188.360	12.60	
41959.455	13.21	42806.277	11.88	44523.378	12.69	45940.523	12.28:	46648.542	12.18	47071.561	12.18	47804.491	12.28	48188.453	12.60	
41961.457	12.21:	42988.535	12.25	44571.298	12.69	45946.531	12.18	46648.542	12.18	47087.372	12.21	47805.400	12.34	48189.413	12.60	
41982.385	13.56:	43014.508	12.21	44577.360	11.98:	46000.389	12.34	46649.544	12.28	47088.409	12.34	47805.492	12.34	48220.424	12.21	
41983.343	13.46	43016.526	12.34	44631.277	12.28	46002.403	12.36	46661.543	12.21	47099.503	12.21	47849.288	12.28	48232.317	12.34	
41984.403	12.21	43045.486	12.34:	44634.258	12.91	46003.413	12.36	46651.543	12.21	47126.408	12.21	47850.370	12.60:	48233.307	12.21	

41988.424	12.18	43189.269	12.28	44822.517	12.21	46004.428	12.18	46679.617	12.21	47139.261	12.18	47851.424	12.60	48271.279	12.18	
42005.292	12.28:	43401.521	12.91:	44846.494	12.34	46006.451	12.34	46683.446	12.21	47152.323	12.18	47856.377	12.18:	48272.277	12.60	
42009.335	12.21	43431.441	12.14:	44851.481	13.46:	46019.335	12.21	46702.389	12.36	47174.269	12.34	47860.317	12.60	48273.267	12.57	
42036.290	13.22L	43436.481	12.82	44853.455	12.18	46034.493	12.36	46704.479	12.21	47391.471	12.21	47860.410	12.60	48274.273	12.60	
42095.260	12.33:	43482.319	12.21	44983.265	12.28	46059.333	12.36	46705.469	12.21	47392.517	12.21	47861.288	13.37:	48275.247	12.18	
42251.512	12.21:	43776.410	12.21	44985.266	12.28	46084.287	12.21	46706.417	12.21	47411.465	12.18	47862.326	12.18	48289.252	12.18	
42275.482	12.18	43790.471	12.28	45204.517	12.21	46260.528	12.28	46707.410	12.18	47412.464	12.18	47862.451	12.18	48290.250	12.18	
42302.482	12.21	43792.490	12.18	45211.519	12.18	46271.519	12.34	46707.537	12.28:	47413.463	12.28:	47863.337	12.18	48503.433	12.60	
42303.478	12.28	43848.407	12.44:	45229.468	12.34	46296.517	12.76	46708.410	12.18	47413.539	12.21	48100.512	12.28:	48503.459	12.60:	
42358.349	12.18	43861.164	12.91	45238.489	12.28	46320.437	12.18	46708.505	12.18	47414.470	12.21	48148.425	12.33:	48504.427	12.28:	

42365.453	12.21	43893.264	12.91	45268.437	12.91	46321.490	12.18	46713.419	12.34	47415.462	12.18	48149.429	12.76	48512.447	12.18	
42369.290	12.21	44115.491	12.76	45336.223	12.91	46327.458	12.21	46713.517	12.34	47438.394	12.34	48151.430	12.34:	48512.494	12.18	
42428.254	12.36	44117.528	12.60	45534.517	12.36	46328.469	12.18	46737.468	12.34	47469.391	12.18	48151.491	12.18	48513.415	12.34	
42448.249	12.70	44129.390	12.36	45556.532	12.21	46351.422	12.36	46741.424	12.21	47470.357	12.21	48176.390	12.18:	48513.486	12.65:	
42609.522	12.18	44143.446	12.60	45561.516	12.24	46355.390	12.91	46741.424	12.21	47471.361	12.21	48177.381	12.28	48514.426	12.21	
42629.506	12.21:	44166.437	12.21	45583.481	12.60	46359.425	13.56:	46762.400	12.21	47554.286	12.18	48177.440	12.64:	48537.365	12.18	
42632.537	12.18	44169.398	12.18	45647.472	12.28	46359.467	13.56:	46763.351	12.21	47744.503	12.34	48179.380	12.18:	48537.435	12.34	
42634.535	12.21	44170.471	12.28	45648.385	12.28	46360.483	13.46:	46763.397	12.21	47769.474	12.34	48179.474	12.28:	48539.440	12.34	
42638.522	12.21	44172.418	12.21	45650.456	13.22L	46374.329	12.34	46770.383	12.34	47769.536	12.28	48180.373	12.60	48540.407	12.60:	
42658.493	12.21	44173.412	12.34	45651.432	12.36	46385.345	12.21	46823.247	12.18:	47770.458	12.18	48181.374	12.18:	48540.453	12.65	


48558.310	12.65:	48592.358	12.60	48619.224	12.18	48646.248	12.28:	48839.533	12.28	48863.449	12.21	48893.402	12.21	48974.378	12.36	
48559.312	12.34	48593.262	12.28:	48619.251	12.21	48647.257	12.28	48862.458	12.60	48887.410	12.34	48893.517	12.18	48982.264	12.34	
48590.378	12.34	48600.299	12.21:	48644.240	12.28:	48653.267	12.34:	48862.574	12.18	48888.466	12.34	48916.444	12.34	48982.301	12.34	
48591.299	12.65	48601.326	12.18	48645.249	12.28:	48653.291	12.21	48862.574	12.18	48892.412	12.34	48927.435	12.21	48983.236	12.21:	
48592.285	13.21	
