JD,flux,obs
 2454004.7135009765625000,      1.0168651,WASP
 2454004.7166748046875000,      1.0191475,WASP
 2454004.7199096679687500,      1.0130845,WASP
 2454005.6840820312500000,      0.9668581,WASP
 2454006.6815795898437500,      0.9844005,WASP
 2454006.8427400002256036,      0.9727470,Catalina
 2454006.8500399999320507,      0.9727470,Catalina
 2454006.8573699998669326,      1.0000000,Catalina
 2454006.8646200001239777,      1.0280154,Catalina
 2454007.6784057617187500,      0.9681628,WASP
 2454008.6759033203125000,      1.0294960,WASP
 2454011.4262695312500000,      0.9401458,WASP
 2454011.4303588867187500,      0.9380366,WASP
 2454011.4342651367187500,      0.9619473,WASP
 2454011.4383544921875000,      0.9713367,WASP
 2454011.4425048828125000,      0.9556965,WASP
 2454011.4464111328125000,      0.9559294,WASP
 2454011.4505615234375000,      0.9409642,WASP
 2454011.4561157226562500,      0.9533693,WASP
 2454011.4600830078125000,      0.9500404,WASP
 2454011.4642333984375000,      0.9541620,WASP
 2454011.4690551757812500,      0.9311647,WASP
 2454011.4738769531250000,      0.9619110,WASP
 2454011.4790039062500000,      0.9589969,WASP
 2454011.4837036132812500,      0.9599956,WASP
 2454011.4887084960937500,      0.9565955,WASP
 2454011.4944458007812500,      0.9626396,WASP
 2454011.4998779296875000,      0.9367172,WASP
 2454011.5180664062500000,      0.9449944,WASP
 2454011.5236206054687500,      0.9367274,WASP
 2454011.5295410156250000,      0.9447336,WASP
 2454011.5343627929687500,      0.9310458,WASP
 2454011.5399780273437500,      0.9527872,WASP
 2454011.5449218750000000,      0.9352479,WASP
 2454011.5505371093750000,      0.9351383,WASP
 2454011.5560913085937500,      0.9387949,WASP
 2454011.5625000000000000,      0.9383284,WASP
 2454011.5681762695312500,      0.9617648,WASP
 2454011.5737304687500000,      0.9291340,WASP
 2454011.5786132812500000,      0.9361814,WASP
 2454011.5850219726562500,      0.9297562,WASP
 2454011.5898437500000000,      0.9398846,WASP
 2454011.5953979492187500,      0.9225687,WASP
 2454011.6019287109375000,      0.9353122,WASP
 2454011.6076660156250000,      0.9249427,WASP
 2454011.6132202148437500,      0.9218263,WASP
 2454011.6197509765625000,      0.9364941,WASP
 2454011.6253662109375000,      0.9294055,WASP
 2454011.6311035156250000,      0.9171121,WASP
 2454011.6368408203125000,      0.9378099,WASP
 2454011.6417846679687500,      0.9320207,WASP
 2454011.6465454101562500,      0.9355913,WASP
 2454011.6513671875000000,      0.9133957,WASP
 2454011.6570434570312500,      0.9276152,WASP
 2454011.6620483398437500,      0.9173524,WASP
 2454011.6668701171875000,      0.9312199,WASP
 2454011.6726074218750000,      0.9155747,WASP
 2454011.6809082031250000,      0.9195470,WASP
 2454011.6849365234375000,      0.9026053,WASP
 2454011.6896362304687500,      0.9197972,WASP
 2454011.6939086914062500,      0.9107721,WASP
 2454011.6978759765625000,      0.9050932,WASP
 2454011.7021484375000000,      0.8999228,WASP
 2454020.4022216796875000,      0.9969801,WASP
 2454020.4063110351562500,      1.0067055,WASP
 2454020.4105834960937500,      1.0093296,WASP
 2454020.4156494140625000,      1.0005860,WASP
 2454020.4197387695312500,      0.9928856,WASP
 2454020.4238891601562500,      1.0016062,WASP
 2454020.4289550781250000,      0.9999694,WASP
 2454020.4339599609375000,      1.0066018,WASP
 2454020.4378662109375000,      0.9970645,WASP
 2454020.4420166015625000,      1.0094370,WASP
 2454020.4469604492187500,      0.9913602,WASP
 2454020.4525146484375000,      0.9801704,WASP
 2454020.4572143554687500,      0.9963669,WASP
 2454020.4622192382812500,      0.9799704,WASP
 2454020.4690551757812500,      1.0087810,WASP
 2454020.4760131835937500,      0.9831890,WASP
 2454020.4822387695312500,      0.9953806,WASP
 2454020.4914550781250000,      0.9892420,WASP
 2454020.4974975585937500,      0.9972699,WASP
 2454020.5040893554687500,      1.0045949,WASP
 2454020.5089721679687500,      0.9820675,WASP
 2454020.5140991210937500,      0.9866763,WASP
 2454020.5198974609375000,      0.9979933,WASP
 2454020.5256347656250000,      1.0017980,WASP
 2454020.5309448242187500,      1.0034757,WASP
 2454020.5358276367187500,      0.9917383,WASP
 2454020.5416870117187500,      0.9906963,WASP
 2454020.5465698242187500,      1.0037298,WASP
 2454020.5512695312500000,      1.0036217,WASP
 2454020.5554809570312500,      1.0024717,WASP
 2454020.5610961914062500,      0.9969615,WASP
 2454020.5650634765625000,      1.0132315,WASP
 2454020.5692749023437500,      0.9932185,WASP
 2454020.5740966796875000,      0.9947795,WASP
 2454020.5793457031250000,      1.0063339,WASP
 2454020.5847167968750000,      0.9998998,WASP
 2454020.5902709960937500,      0.9982809,WASP
 2454020.5953979492187500,      1.0014509,WASP
 2454020.5993652343750000,      0.9946426,WASP
 2454020.6033325195312500,      1.0005225,WASP
 2454020.6065063476562500,      0.9911776,WASP
 2454020.6105346679687500,      0.9999406,WASP
 2454020.6137084960937500,      0.9990851,WASP
 2454020.6168823242187500,      0.9900110,WASP
 2454020.6209106445312500,      0.9763714,WASP
 2454020.6240844726562500,      0.9852665,WASP
 2454020.6273193359375000,      0.9908773,WASP
 2454020.6325683593750000,      1.0002840,WASP
 2454020.6369628906250000,      1.0074152,WASP
 2454020.6400756835937500,      1.0011297,WASP
 2454020.6425170898437500,      0.9964933,WASP
 2454020.6464843750000000,      1.0069876,WASP
 2454020.6488647460937500,      0.9953586,WASP
 2454020.6513671875000000,      0.9922083,WASP
 2454020.6538085937500000,      0.9890085,WASP
 2454020.6563720703125000,      1.0048783,WASP
 2454020.6588745117187500,      1.0056536,WASP
 2454020.6696166992187500,      0.9713436,WASP
 2454020.6722412109375000,      0.9974772,WASP
 2454020.6745605468750000,      0.9844183,WASP
 2454020.6768798828125000,      0.9832265,WASP
 2454020.6799926757812500,      0.9841989,WASP
 2454021.3639000002294779,      1.0000000,AAVSO
 2454021.3996582031250000,      0.9468523,WASP
 2454021.4036254882812500,      0.9596037,WASP
 2454021.4075927734375000,      0.9373162,WASP
 2454021.4126586914062500,      0.9481313,WASP
 2454021.4166870117187500,      0.9515169,WASP
 2454021.4205322265625000,      0.9496453,WASP
 2454021.4245605468750000,      0.9523180,WASP
 2454021.4304809570312500,      0.9390180,WASP
 2454021.4344482421875000,      0.9562122,WASP
 2454021.4387207031250000,      0.9566284,WASP
 2454021.4435424804687500,      0.9487395,WASP
 2454021.4490966796875000,      0.9504969,WASP
 2454021.4539184570312500,      0.9567323,WASP
 2454021.4589843750000000,      0.9419222,WASP
 2454021.4647216796875000,      0.9369211,WASP
 2454021.4702758789062500,      0.9438964,WASP
 2454021.4750976562500000,      0.9481607,WASP
 2454021.4799194335937500,      0.9457738,WASP
 2454021.4884033203125000,      0.9466028,WASP
 2454021.4955444335937500,      0.9404759,WASP
 2454021.5012207031250000,      0.9519832,WASP
 2454021.5061035156250000,      0.9382077,WASP
 2454021.5108032226562500,      0.9478350,WASP
 2454021.5166015625000000,      0.9580973,WASP
 2454021.5222167968750000,      0.9469485,WASP
 2454021.5277709960937500,      0.9517179,WASP
 2454021.5343627929687500,      0.9474845,WASP
 2454021.5411987304687500,      0.9479873,WASP
 2454021.5478515625000000,      0.9352082,WASP
 2454021.5527954101562500,      0.9452479,WASP
 2454021.5593261718750000,      0.9587372,WASP
 2454021.5650634765625000,      0.9569294,WASP
 2454021.5736083984375000,      0.9630766,WASP
 2454021.5794677734375000,      0.9564114,WASP
 2454021.5852050781250000,      0.9414949,WASP
 2454021.5916748046875000,      0.9490024,WASP
 2454021.5972900390625000,      0.9542674,WASP
 2454021.6029663085937500,      0.9356564,WASP
 2454021.6093750000000000,      0.9450414,WASP
 2454021.6149902343750000,      0.9483385,WASP
 2454021.6199340820312500,      0.9639004,WASP
 2454021.6248168945312500,      0.9444839,WASP
 2454021.6302490234375000,      0.9532037,WASP
 2454021.6353759765625000,      0.9538001,WASP
 2454021.6393432617187500,      0.9539273,WASP
 2454021.6450195312500000,      0.9597139,WASP
 2454021.6490478515625000,      0.9739702,WASP
 2454021.6531372070312500,      0.9537083,WASP
 2454021.6572265625000000,      0.9399406,WASP
 2454021.6619262695312500,      0.9451292,WASP
 2454021.6659545898437500,      0.9385438,WASP
 2454021.6697998046875000,      0.9499961,WASP
 2454021.6738891601562500,      0.9395306,WASP
 2454022.3576000002212822,      1.0000000,AAVSO
 2454022.3952026367187500,      0.9525784,WASP
 2454022.3991699218750000,      0.9555551,WASP
 2454022.4032592773437500,      0.9512348,WASP
 2454022.4072875976562500,      0.9437904,WASP
 2454022.4120483398437500,      0.9731821,WASP
 2454022.4161376953125000,      0.9512875,WASP
 2454022.4201660156250000,      0.9531371,WASP
 2454022.4260864257812500,      0.9613256,WASP
 2454022.4301147460937500,      0.9648709,WASP
 2454022.4342651367187500,      0.9743513,WASP
 2454022.4389648437500000,      0.9583818,WASP
 2454022.4437866210937500,      0.9640378,WASP
 2454022.4494628906250000,      0.9536188,WASP
 2454022.4561767578125000,      0.9557156,WASP
 2454022.4622192382812500,      0.9570727,WASP
 2454022.4679565429687500,      0.9579416,WASP
 2454022.4727783203125000,      0.9632289,WASP
 2454022.4776611328125000,      0.9609535,WASP
 2454022.4862670898437500,      0.9579626,WASP
 2454022.4931640625000000,      0.9729310,WASP
 2454022.4987182617187500,      0.9642617,WASP
 2454022.5035400390625000,      0.9674923,WASP
 2454022.5083618164062500,      0.9605691,WASP
 2454022.5140991210937500,      0.9654247,WASP
 2454022.5197143554687500,      0.9763020,WASP
 2454022.5253906250000000,      0.9516788,WASP
 2454022.5317382812500000,      0.9650682,WASP
 2454022.5388183593750000,      0.9442908,WASP
 2454022.5456542968750000,      0.9574165,WASP
 2454022.5504760742187500,      0.9476902,WASP
 2454022.5572509765625000,      0.9697880,WASP
 2454022.5626831054687500,      0.9692860,WASP
 2454022.5692749023437500,      0.9654035,WASP
 2454022.5748901367187500,      0.9741529,WASP
 2454022.5805664062500000,      0.9701423,WASP
 2454022.5883178710937500,      0.9765946,WASP
 2454022.5947875976562500,      0.9736365,WASP
 2454022.6003417968750000,      0.9776502,WASP
 2454022.6067504882812500,      0.9635515,WASP
 2454022.6124877929687500,      0.9766836,WASP
 2454022.6190795898437500,      0.9764974,WASP
 2454022.6197509765625000,      0.9612925,WASP
 2454022.6203613281250000,      0.9707829,WASP
 2454022.6273193359375000,      0.9799748,WASP
 2454022.6331176757812500,      0.9680237,WASP
 2454022.6387329101562500,      0.9761441,WASP
 2454022.6442871093750000,      0.9841086,WASP
 2454022.6491699218750000,      0.9620858,WASP
 2454022.6539916992187500,      0.9661869,WASP
 2454022.6594238281250000,      0.9804598,WASP
 2454022.6641845703125000,      0.9746879,WASP
 2454022.6690673828125000,      0.9950849,WASP
 2454022.6747436523437500,      0.9947208,WASP
 2454023.3923339843750000,      0.9855287,WASP
 2454023.3964843750000000,      1.0088276,WASP
 2454023.4005737304687500,      0.9971097,WASP
 2454023.4044189453125000,      1.0210383,WASP
 2454023.4092407226562500,      1.0245849,WASP
 2454023.4132690429687500,      1.0030779,WASP
 2454023.4172363281250000,      1.0251554,WASP
 2454023.4229736328125000,      1.0133709,WASP
 2454023.4271240234375000,      1.0108300,WASP
 2454023.4312133789062500,      1.0149207,WASP
 2454023.4360961914062500,      1.0145078,WASP
 2454023.4410400390625000,      0.9990891,WASP
 2454023.4469604492187500,      1.0117791,WASP
 2454023.4518432617187500,      1.0461670,WASP
 2454023.4624023437500000,      0.9904558,WASP
 2454023.4686889648437500,      1.0159152,WASP
 2454023.4735107421875000,      0.9954216,WASP
 2454023.4797973632812500,      0.9881226,WASP
 2454023.4856567382812500,      1.0031027,WASP
 2454023.4914550781250000,      0.9810436,WASP
 2454023.4971313476562500,      1.0377119,WASP
 2454023.5019531250000000,      1.0058074,WASP
 2454023.5076904296875000,      0.9985319,WASP
 2454023.5125122070312500,      1.0084223,WASP
 2454023.5189819335937500,      0.9990500,WASP
 2454023.5248413085937500,      0.9950495,WASP
 2454023.5317382812500000,      0.9921107,WASP
 2454023.5377807617187500,      0.9969411,WASP
 2454023.5432128906250000,      1.0146931,WASP
 2454023.5481567382812500,      1.0014606,WASP
 2454023.5547485351562500,      1.0094568,WASP
 2454023.5603637695312500,      0.9998192,WASP
 2454023.5668334960937500,      1.0076691,WASP
 2454023.5723876953125000,      1.0180680,WASP
 2454023.5778808593750000,      1.0054480,WASP
 2454023.5834960937500000,      1.0105114,WASP
 2454023.5900268554687500,      1.0238959,WASP
 2454023.5959472656250000,      1.0126369,WASP
 2454023.6016845703125000,      0.9971851,WASP
 2454023.6085205078125000,      1.0073700,WASP
 2454023.6155395507812500,      0.9994100,WASP
 2454023.6220092773437500,      1.0117207,WASP
 2454023.6275634765625000,      1.0051461,WASP
 2454023.6332397460937500,      1.0003700,WASP
 2454023.6448364257812500,      1.0101708,WASP
 2454023.6502685546875000,      1.0100147,WASP
 2454023.6550903320312500,      1.0019704,WASP
 2454023.6607666015625000,      1.0186226,WASP
 2454023.6654663085937500,      1.0116805,WASP
 2454023.6705322265625000,      0.9994920,WASP
 2454025.3645999999716878,      1.0000000,AAVSO
 2454027.7571600000374019,      0.9375623,Catalina
 2454027.7657400001771748,      0.9375623,Catalina
 2454027.7743199998512864,      0.9375623,Catalina
 2454027.7829399998299778,      0.9727470,Catalina
 2454029.3789062500000000,      1.0613637,WASP
 2454029.3820190429687500,      1.0138317,WASP
 2454029.3852539062500000,      1.0193319,WASP
 2454029.3884277343750000,      1.0241325,WASP
 2454029.3925170898437500,      1.0138212,WASP
 2454029.3956298828125000,      0.9871002,WASP
 2454029.3988037109375000,      1.0245161,WASP
 2454029.4019165039062500,      1.0074357,WASP
 2454029.4069213867187500,      1.0165933,WASP
 2454029.4102783203125000,      1.0104151,WASP
 2454029.4135131835937500,      1.0076035,WASP
 2454029.4167480468750000,      1.0173484,WASP
 2454029.4247436523437500,      1.0039318,WASP
 2454029.4296264648437500,      0.9833197,WASP
 2454029.4335937500000000,      0.9889086,WASP
 2454029.4476928710937500,      0.9987441,WASP
 2454029.4517822265625000,      1.0125092,WASP
 2454030.3708000001497567,      1.0000000,AAVSO
 2454030.6162109375000000,      0.9695565,WASP
 2454031.6136474609375000,      0.9827580,WASP
 2454032.4361572265625000,      0.9824392,WASP
 2454032.4407958984375000,      0.9876412,WASP
 2454032.4448242187500000,      0.9791706,WASP
 2454032.4488525390625000,      0.9816031,WASP
 2454032.4544677734375000,      0.9850737,WASP
 2454032.4594726562500000,      0.9757646,WASP
 2454032.4641113281250000,      0.9729515,WASP
 2454032.4698486328125000,      0.9911717,WASP
 2454032.4746093750000000,      0.9766822,WASP
 2454032.4793701171875000,      0.9836310,WASP
 2454032.4849853515625000,      0.9776409,WASP
 2454032.4908447265625000,      0.9818401,WASP
 2454032.4964599609375000,      0.9858038,WASP
 2454032.5024414062500000,      0.9869601,WASP
 2454032.5093994140625000,      0.9850382,WASP
 2454032.5163574218750000,      0.9644080,WASP
 2454032.5212402343750000,      0.9922111,WASP
 2454032.5274658203125000,      0.9831216,WASP
 2454033.3396000000648201,      1.0000000,AAVSO
 2454034.6973299998790026,      1.0175124,KELT
 2454034.7019529999233782,      0.9621261,KELT
 2454034.7065750001929700,      0.9638909,KELT
 2454034.7111949999816716,      0.9372864,KELT
 2454034.7158160000108182,      0.9639797,KELT
 2454034.7212800001725554,      0.9624631,KELT
 2454034.7267430000938475,      0.9690533,KELT
 2454034.7289309999905527,      0.9412392,KELT
 2454034.7335520000196993,      0.9751874,KELT
 2454034.7381710000336170,      0.9432960,KELT
 2454034.7427909998223186,      0.9934360,KELT
 2454034.7474119998514652,      0.9964511,KELT
 2454034.7520320001058280,      0.9729713,KELT
 2454034.7566519998945296,      1.0354953,KELT
 2454034.7612709999084473,      0.9736617,KELT
 2454034.7658919999375939,      0.9960114,KELT
 2454034.7705120001919568,      1.0090295,KELT
 2454034.7751319999806583,      0.9902115,KELT
 2454034.7889879997819662,      0.9694290,KELT
 2454034.7936080000363290,      1.0027299,KELT
 2454035.4125000000931323,      1.0000000,AAVSO
 2454035.6910279998555779,      0.9503161,KELT
 2454035.6956480001099408,      0.9480951,KELT
 2454035.7002699999138713,      0.9751787,KELT
 2454035.7048900001682341,      0.9343724,KELT
 2454035.7095119999721646,      0.9451227,KELT
 2454035.7141320002265275,      0.9573968,KELT
 2454035.7195930001325905,      0.9503859,KELT
 2454035.7217810000292957,      0.9457320,KELT
 2454035.7264020000584424,      0.9605682,KELT
 2454035.7310239998623729,      0.9624357,KELT
 2454035.7316100001335144,      0.9908314,Catalina
 2454035.7356469999067485,      0.9541049,KELT
 2454035.7381000001914799,      1.0000000,Catalina
 2454035.7402690001763403,      0.9115994,KELT
 2454035.7445899997837842,      0.9817481,Catalina
 2454035.7448889999650419,      0.9957621,KELT
 2454035.7495090002194047,      0.9572380,KELT
 2454035.7510999999940395,      1.0092533,Catalina
 2454035.7541299997828901,      0.9412475,KELT
 2454035.7587520000524819,      0.9528131,KELT
 2454035.7633719998411834,      0.9348034,KELT
 2454035.7679920000955462,      0.9590212,KELT
 2454035.7726119998842478,      0.9911057,KELT
 2454035.7772329999133945,      0.9145086,KELT
 2454035.7818539999425411,      0.9547902,KELT
 2454035.7864760002121329,      0.9399308,KELT
 2454035.7910960000008345,      0.9522609,KELT
 2454035.7961380002088845,      0.9483187,KELT
 2454035.8016010001301765,      0.9170945,KELT
 2454036.6914280001074076,      1.0276666,KELT
 2454036.6960470001213253,      0.9897365,KELT
 2454036.7006680001504719,      1.0274770,KELT
 2454036.7052879999391735,      0.9711089,KELT
 2454036.7099080001935363,      0.9736980,KELT
 2454036.7153719998896122,      1.0100802,KELT
 2454036.7208340000361204,      0.9760764,KELT
 2454036.7230219999328256,      0.9872155,KELT
 2454036.7276409999467432,      0.9688661,KELT
 2454036.7322599999606609,      0.9761664,KELT
 2454036.7368800002150238,      1.0075526,KELT
 2454036.7414990002289414,      0.9812147,KELT
 2454036.7461210000328720,      0.9997321,KELT
 2454036.7507409998215735,      0.9908587,KELT
 2454036.7553610000759363,      0.9616656,KELT
 2454036.7599809998646379,      0.9793463,KELT
 2454036.7646030001342297,      0.9979663,KELT
 2454036.7692240001633763,      1.0100336,KELT
 2454036.7738439999520779,      1.0001657,KELT
 2454036.7784640002064407,      0.9396893,KELT
 2454036.7830849997699261,      0.9949566,KELT
 2454036.7877059997990727,      0.9701253,KELT
 2454036.7927480000071228,      0.9743297,KELT
 2454036.7982120001688600,      0.9828835,KELT
 2454036.8036770001053810,      0.9437173,KELT
 2454037.6851670001633465,      0.9726210,KELT
 2454037.6897880001924932,      0.9405977,KELT
 2454037.6944079999811947,      0.9523654,KELT
 2454037.6990290000103414,      0.9672876,KELT
 2454037.7036500000394881,      0.9833135,KELT
 2454037.7082719998434186,      1.0168111,KELT
 2454037.7137369997799397,      1.0153787,KELT
 2454037.7159250001423061,      0.9788581,KELT
 2454037.7205460001714528,      1.0088156,KELT
 2454037.7251670002005994,      0.9648946,KELT
 2454037.7297890000045300,      1.0145463,KELT
 2454037.7344109998084605,      1.0230014,KELT
 2454037.7390330000780523,      1.0042273,KELT
 2454037.7436529998667538,      0.9875700,KELT
 2454037.7482739998959005,      0.9706879,KELT
 2454037.7528949999250472,      0.9725676,KELT
 2454037.7575170001946390,      1.0272492,KELT
 2454037.7621389999985695,      0.9652676,KELT
 2454037.7667600000277162,      0.9616656,KELT
 2454037.7713810000568628,      0.9614703,KELT
 2454037.7760020000860095,      0.9908587,KELT
 2454037.7806239998899400,      1.0020927,KELT
 2454037.7852449999190867,      0.9883433,KELT
 2454037.7902879999019206,      0.9244726,KELT
 2454037.7957509998232126,      0.9751559,KELT
 2454037.8012149999849498,      0.9558420,KELT
 2454038.7355880001559854,      0.9729446,KELT
 2454038.7402090001851320,      0.9574231,KELT
 2454038.7586909998208284,      1.0075526,KELT
 2454038.7679320001043379,      0.9704918,KELT
 2454038.7725539999082685,      0.9826702,KELT
 2454038.7771749999374151,      1.0226803,KELT
 2454038.7817959999665618,      0.9417768,KELT
 2454038.7868369999341667,      0.9542942,KELT
 2454038.7923010000959039,      0.9793416,KELT
 2454038.7977669998072088,      0.9898699,KELT
 2454039.3839111328125000,      1.0226094,WASP
 2454039.3870849609375000,      1.0040362,WASP
 2454039.3908691406250000,      1.0044441,WASP
 2454039.3950195312500000,      1.0042205,WASP
 2454039.3989257812500000,      1.0070044,WASP
 2454039.6764340000227094,      0.9596921,KELT
 2454039.6810539998114109,      0.9613109,KELT
 2454039.6856749998405576,      0.9982699,KELT
 2454039.6902959998697042,      0.9079624,KELT
 2454039.6949169998988509,      0.9903671,KELT
 2454039.6995379999279976,      0.9562601,KELT
 2454039.7050000000745058,      0.9772109,KELT
 2454039.7071890002116561,      0.9794452,KELT
 2454039.7118090000003576,      0.9638559,KELT
 2454039.7164300000295043,      0.9711185,KELT
 2454039.7210490000434220,      0.9249958,KELT
 2454039.7256689998321235,      0.9772109,KELT
 2454039.7302890000864863,      0.9719676,KELT
 2454039.7349100001156330,      0.9631460,KELT
 2454039.7395299999043345,      0.9334086,KELT
 2454039.7441500001586974,      0.9899746,KELT
 2454039.7487710001878440,      0.9433654,KELT
 2454039.7533929999917746,      0.9234980,KELT
 2454039.7580129997804761,      0.9452441,KELT
 2454039.7626339998096228,      0.9720936,KELT
 2454039.7672560000792146,      1.0008568,KELT
 2454039.7718750000931323,      0.9677253,KELT
 2454039.7764949998818338,      0.9563829,KELT
 2454039.7811150001361966,      0.9616477,KELT
 2454039.7861560001038015,      0.9104958,KELT
 2454040.6859229998663068,      0.9933259,KELT
 2454040.6881099999882281,      1.0328656,KELT
 2454040.6902979998849332,      0.9814582,KELT
 2454040.6924859997816384,      0.9682057,KELT
 2454040.6946740001440048,      1.0752758,KELT
 2454040.6968620000407100,      1.0263609,KELT
 2454040.6990490001626313,      1.0204794,KELT
 2454040.7012370000593364,      0.9908957,KELT
 2454040.7034249999560416,      0.9759864,KELT
 2454040.7080450002104044,      1.0054860,KELT
 2454040.7126659997738898,      1.0268908,KELT
 2454040.7172869998030365,      1.0438259,KELT
 2454040.7219059998169541,      0.9775886,KELT
 2454040.7265260000713170,      1.0200840,KELT
 2454040.7311459998600185,      0.9515157,KELT
 2454040.7357649998739362,      1.0798212,KELT
 2454040.7403859999030828,      0.9664426,KELT
 2454040.7450060001574457,      1.0603559,KELT
 2454040.7496250001713634,      1.0297889,KELT
 2454040.7542449999600649,      1.0215882,KELT
 2454040.7588650002144277,      1.0589411,KELT
 2454040.7634850000031292,      1.0258787,KELT
 2454040.7681069998070598,      1.0247642,KELT
 2454040.7727279998362064,      1.0453560,KELT
 2454040.7773489998653531,      1.0301961,KELT
 2454040.7823910000734031,      0.9859390,KELT
 2454048.6664999998174608,      0.9786507,KELT
 2454048.6710190000012517,      1.0038381,KELT
 2454048.6755400002002716,      1.0132115,KELT
 2454048.6809000000357628,      1.0548147,KELT
 2454048.6862619998864830,      1.0414437,KELT
 2454048.6916240002028644,      1.0016404,KELT
 2454048.6969840000383556,      1.0192108,KELT
 2454048.6990840001963079,      1.0304530,KELT
 2454048.7036049999296665,      1.0106939,KELT
 2454048.7081240001134574,      1.0022500,KELT
 2454048.7127040000632405,      1.0192668,KELT
 2454048.7172229997813702,      1.0150421,KELT
 2454048.7217430002056062,      0.9768054,KELT
 2454048.7262670001946390,      1.0316494,KELT
 2454048.7307870001532137,      1.0210624,KELT
 2454048.7353039998561144,      0.9941584,KELT
 2454048.7398239998146892,      0.9588791,KELT
 2454048.7443439997732639,      1.0517200,KELT
 2454048.7488640001975000,      1.0050875,KELT
 2454048.7533840001560748,      1.0213057,KELT
 2454048.7583260000683367,      0.9994529,KELT
 2454048.7690510000102222,      1.0135705,KELT
 2454048.7744120000861585,      1.0568999,KELT
 2454048.7797739999368787,      1.0197421,KELT
 2454049.3374999999068677,      1.0964781,AAVSO
 2454049.5642089843750000,      1.0535032,WASP
 2454050.5612792968750000,      1.0435328,WASP
 2454050.6614430001936853,      1.0015757,KELT
 2454050.6659610001370311,      0.9954690,KELT
 2454050.6704859999008477,      0.9744327,KELT
 2454050.6758590000681579,      1.0111688,KELT
 2454050.6812269999645650,      1.0116631,KELT
 2454050.6865900000557303,      1.0328747,KELT
 2454050.6919590001925826,      0.9907412,KELT
 2454050.6940629999153316,      1.0097920,KELT
 2454050.6985849998891354,      0.9683757,KELT
 2454050.7031029998324811,      1.0237833,KELT
 2454050.7076280000619590,      0.9838480,KELT
 2454050.7121430002152920,      1.0134072,KELT
 2454050.7211890001781285,      1.0344089,KELT
 2454050.7257070001214743,      1.0167173,KELT
 2454050.7302279998548329,      1.0129590,KELT
 2454050.7347539998590946,      1.0114120,KELT
 2454050.7392719998024404,      1.0232081,KELT
 2454050.7437959997914732,      1.0368880,KELT
 2454050.7483180002309382,      0.9973234,KELT
 2454050.7532569998875260,      0.9927182,KELT
 2454050.7586229997687042,      0.9855213,KELT
 2454050.7639850000850856,      0.9652196,KELT
 2454050.7693529999814928,      0.9767922,KELT
 2454052.6574300001375377,      1.0374527,KELT
 2454052.6619560001417994,      1.0064127,KELT
 2454052.6664749998599291,      1.0396043,KELT
 2454052.6718439999967813,      1.0483824,KELT
 2454052.6772070000879467,      1.0206478,KELT
 2454052.6825749999843538,      1.0350269,KELT
 2454052.6879460001364350,      1.0735146,KELT
 2454052.6900519998744130,      1.0393933,KELT
 2454052.6945739998482168,      1.0745829,KELT
 2454052.6990970000624657,      1.0426726,KELT
 2454052.7036159997805953,      1.0341228,KELT
 2454052.7081389999948442,      1.1194680,KELT
 2454052.7126560001634061,      0.9972500,KELT
 2454052.7171780001372099,      1.0863856,KELT
 2454052.7216940000653267,      1.0577140,KELT
 2454052.7307339999824762,      1.0409932,KELT
 2454052.7352590002119541,      1.0362960,KELT
 2454052.7397830002009869,      1.0292667,KELT
 2454052.7442990001291037,      1.0178701,KELT
 2454052.7492439998313785,      1.0163475,KELT
 2454052.7546109999530017,      0.9890041,KELT
 2454052.7599740000441670,      1.0292437,KELT
 2454052.7653399999253452,      1.0078367,KELT
 2454052.7707010000012815,      1.0645901,KELT
 2454053.3069000001996756,      1.0000000,AAVSO
 2454053.6512449998408556,      1.0338367,KELT
 2454053.6557700000703335,      1.0179437,KELT
 2454053.6602949998341501,      1.0126421,KELT
 2454053.6648180000483990,      1.0319723,KELT
 2454053.6701819999143481,      1.0238959,KELT
 2454053.6755510000512004,      1.0408401,KELT
 2454053.6809209999628365,      1.0318295,KELT
 2454053.6862920001149178,      1.0150977,KELT
 2454053.6883970000781119,      1.0434409,KELT
 2454053.6929219998419285,      1.0337130,KELT
 2454053.6974379997700453,      1.0393544,KELT
 2454053.7064899997785687,      1.0214571,KELT
 2454053.7110139997676015,      1.0455959,KELT
 2454053.7155360002070665,      1.0296453,KELT
 2454053.7200540001504123,      0.9993919,KELT
 2454053.7245780001394451,      1.0316687,KELT
 2454053.7291000001132488,      1.0205065,KELT
 2454053.7336189998313785,      1.0132303,KELT
 2454053.7381440000608563,      1.0095968,KELT
 2454053.7426689998246729,      1.0118029,KELT
 2454053.7476119999773800,      0.9618121,KELT
 2454053.7583449999801815,      0.9950076,KELT
 2454053.7637140001170337,      0.9700686,KELT
 2454053.7690829997882247,      1.0044916,KELT
 2454054.6523400000296533,      1.0318681,KELT
 2454054.6568579999729991,      0.9947459,KELT
 2454054.6613830002024770,      1.0274770,KELT
 2454054.6667550001293421,      1.0493301,KELT
 2454054.6721250000409782,      0.9831235,KELT
 2454054.6774969999678433,      1.0236981,KELT
 2454054.6828669998794794,      1.0413775,KELT
 2454054.6849710000678897,      1.0381409,KELT
 2454054.6860799998976290,      1.0864251,Catalina
 2454054.6894930000416934,      1.0010775,KELT
 2454054.6926199998706579,      1.0568179,Catalina
 2454054.6940120002254844,      1.0251691,KELT
 2454054.6985360002145171,      1.0189390,KELT
